battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,sim_ord,wifi_ord,bluetooth_bin,screen_bin
598,0.7,196,680,1173,3293,8,4,7,No,3,dual,high,Dual,7.0,10.0,21.83,LCD,n,946.53,385.04,744.86,85.43,2,3,1,5,0,0
972,1.0,126,687,816,3035,12,7,19,Yes,3,quad,high,Dual,1.0,2.0,5.86,LCD,g,823.21,195.03,296.09,51.16,4,3,1,4,1,0
1944,0.1,197,1060,1970,584,17,14,13,Yes,4,hexa,low,Single,5.0,18.0,36.26,Touch,none,957.63,258.01,357.41,149.54,6,1,0,1,1,1
1225,0.6,138,217,1101,2675,12,11,15,No,4,hepta,low,Dual,,1.0,2.33,Touch,none,917.54,175.09,254.23,81.67,7,1,1,1,0,1
644,0.5,114,1140,1654,2382,9,0,19,Yes,4,single,medium,Dual,7.0,16.0,30.3,LCD,a,839.65,566.93,0.0,33.89,1,2,1,3,1,0
1919,0.8,150,304,1191,1391,19,13,12,No,4,quad,medium,Single,5.0,6.0,48.6,LCD,g,868.45,135.62,232.7,159.92,4,2,0,4,0,0
501,0.3,131,504,1089,2346,13,12,2,No,4,quad,high,Single,12.0,19.0,54.45,LCD,a,794.99,172.28,230.51,250.5,4,3,0,3,0,0
1620,0.2,185,832,1033,606,6,0,18,Yes,4,triple,medium,Dual,,3.0,30.59,LCD,none,814.06,561.51,0.0,90.0,3,2,1,1,1,0
1227,0.2,130,935,1781,1324,7,3,12,Yes,2,triple,medium,Dual,,3.0,34.41,Touch,b,670.8,670.88,1507.91,102.25,3,2,1,2,1,1
1359,0.5,107,446,901,1076,16,8,4,Yes,4,hexa,low,Dual,1.0,3.0,58.65,Touch,n,827.11,142.75,286.07,339.75,6,1,1,5,1,1
1914,0.6,118,942,1701,643,17,1,8,No,3,octa,low,Single,1.0,2.0,36.19,LCD,a,718.87,290.02,4320.54,239.25,8,1,0,3,0,0
1645,0.7,123,897,1308,783,10,8,20,Yes,3,hepta,medium,Single,1.0,2.0,22.01,LCD,none,712.2,314.57,415.29,82.25,7,2,0,1,1,0
1063,0.8,101,1208,1232,3809,17,16,5,Yes,4,penta,medium,Single,,2.0,26.58,LCD,b,1358.36,187.73,195.58,212.6,5,2,0,2,1,0
946,0.2,154,159,630,2104,7,4,16,No,4,octa,medium,Single,,,20.14,Touch,none,986.52,204.7,400.05,59.12,8,2,0,1,0,1
1231,0.8,185,632,1184,1762,5,3,6,No,3,triple,medium,Dual,5.0,10.0,54.89,Touch,none,689.6,584.64,1002.45,205.17,3,2,1,1,0,1
1397,0.5,87,1308,1991,3137,12,1,11,No,3,hexa,high,Dual,13.0,18.0,9.4,Touch,g,1353.54,502.49,5057.14,127.0,6,3,1,4,0,1
701,0.5,160,1002,1256,1756,6,3,17,Yes,3,triple,low,Single,7.0,11.0,15.6,Touch,a,914.87,608.37,1063.41,41.24,3,1,0,3,1,1
570,0.3,111,1331,1917,3663,14,10,14,Yes,2,hepta,low,Dual,2.0,5.0,9.72,LCD,none,1084.7,344.54,486.92,40.71,7,1,1,1,1,0
1993,0.3,147,150,510,2437,14,0,9,Yes,4,octa,low,Single,10.0,11.0,27.41,LCD,none,1110.57,96.45,0.0,221.44,8,1,0,1,1,0
955,0.9,143,1248,1511,1432,12,9,9,No,3,penta,low,Dual,4.0,8.0,43.64,Touch,n,795.72,331.85,426.44,106.11,5,1,1,5,0,1
924,0.3,167,108,1813,1620,17,15,12,No,4,octa,low,Dual,,6.0,47.69,LCD,none,748.59,203.48,307.0,77.0,8,1,1,1,0,0
600,0.8,112,320,747,1655,18,0,9,No,2,penta,low,Single,,2.0,14.09,LCD,none,621.08,114.67,0.0,66.67,5,1,0,1,0,0
518,0.1,178,437,1947,2832,5,0,8,No,3,hepta,low,Dual,,1.0,3.54,LCD,a,838.54,1013.68,0.0,64.75,7,1,1,3,0,0
1063,0.9,95,295,935,961,16,6,5,Yes,4,hexa,high,Single,,10.0,31.42,Touch,none,664.66,145.73,395.82,212.6,6,3,0,1,1,1
920,0.8,149,1058,1421,2608,6,0,2,Yes,2,triple,low,Single,2.0,3.0,46.48,LCD,g,699.29,749.98,0.0,460.0,3,1,0,4,1,0
1715,0.1,171,79,1652,514,7,4,13,No,4,penta,medium,Single,4.0,6.0,3.38,LCD,none,760.94,521.05,1049.02,131.92,5,2,0,1,0,0
1841,0.6,167,593,672,2304,7,1,18,Yes,2,octa,medium,Dual,6.0,8.0,14.11,LCD,n,800.13,321.94,1706.88,102.28,8,2,1,5,1,0
543,0.7,132,693,1031,933,14,0,5,Yes,4,penta,low,Dual,4.0,7.0,60.65,Touch,none,665.93,225.38,0.0,108.6,5,1,1,1,1,1
1762,0.9,189,300,527,1896,14,10,20,Yes,4,single,high,Dual,13.0,14.0,25.63,Touch,n,1075.6,89.53,133.86,88.1,1,3,1,5,1,1
1112,0.6,121,234,739,3655,7,3,20,Yes,3,quad,low,Dual,1.0,16.0,53.61,Touch,none,1017.91,258.53,625.69,55.6,4,1,1,1,1,1
709,0.1,136,1545,1596,1973,12,9,16,Yes,2,single,medium,Dual,,,35.44,Touch,a,821.46,376.14,450.43,44.31,1,2,1,3,1,1
1315,0.8,128,59,575,3278,6,3,13,Yes,2,hepta,high,Single,7.0,16.0,64.24,LCD,none,770.69,218.86,486.83,101.15,7,3,0,1,1,0
1762,0.3,107,1103,1364,2183,8,3,11,Yes,4,octa,high,Single,10.0,11.0,15.46,Touch,none,1175.51,521.49,1154.85,160.18,8,3,0,1,1,1
1462,0.2,182,91,1478,824,15,5,13,Yes,3,hepta,medium,Dual,1.0,18.0,25.07,LCD,a,748.01,237.88,750.82,112.46,7,2,1,3,1,0
571,0.2,186,177,1282,2598,13,5,8,No,3,hepta,medium,Dual,8.0,20.0,35.56,Touch,none,762.12,236.0,651.26,71.38,7,2,1,1,0,1
666,0.4,81,58,1353,1254,15,9,9,Yes,4,triple,low,Dual,7.0,13.0,54.37,Touch,b,586.29,196.64,381.85,74.0,3,1,1,2,1,1
1994,0.5,146,447,1435,3622,7,0,20,No,4,octa,medium,Dual,2.0,7.0,7.42,LCD,a,1416.22,545.38,0.0,99.7,8,2,1,3,0,0
1583,0.7,148,942,1651,1704,17,13,2,Yes,3,hepta,medium,Dual,11.0,16.0,14.32,LCD,b,806.67,225.6,322.58,791.5,7,2,1,2,1,0
1778,1.0,132,88,516,1624,15,13,9,No,4,quad,medium,Dual,3.0,17.0,45.31,Touch,none,860.29,66.98,100.82,197.56,4,2,1,1,0,1
1926,0.2,179,371,1000,3809,17,12,17,Yes,4,hexa,medium,Single,13.0,17.0,50.88,Touch,none,1365.45,130.19,211.67,113.29,6,2,0,1,1,1
966,0.2,117,1446,1754,2574,10,1,5,Yes,4,quad,low,Single,9.0,10.0,50.21,LCD,g,1386.91,574.53,4455.16,193.2,4,1,0,4,1,0
568,0.3,179,181,1703,950,17,9,9,No,3,triple,medium,Single,1.0,4.0,36.12,LCD,none,587.36,226.14,480.62,63.11,3,2,0,1,0,0
1897,0.5,192,1311,1935,273,17,6,3,No,4,octa,high,Single,1.0,2.0,20.98,Touch,b,848.44,329.31,819.15,632.33,8,3,0,2,0,1
1695,0.7,200,1791,1898,446,16,13,15,No,4,triple,low,Dual,6.0,9.0,47.04,Touch,n,1020.87,321.53,370.84,113.0,3,1,1,5,0,1
1623,0.9,120,1568,1832,1510,12,10,17,Yes,4,hepta,medium,Single,6.0,12.0,61.45,Touch,none,1047.7,392.11,465.33,95.47,7,2,0,1,1,1
914,0.7,147,706,721,1122,12,9,2,Yes,4,quad,low,Single,,,26.63,Touch,n,813.38,170.87,203.48,457.0,4,1,0,5,1,1
1721,0.5,128,871,1048,707,19,2,5,Yes,4,quad,low,Dual,4.0,5.0,33.62,Touch,n,834.6,181.17,1330.96,344.2,4,1,1,5,1,1
890,0.5,198,1074,1873,751,7,3,3,Yes,2,octa,medium,Dual,4.0,13.0,44.46,LCD,none,628.92,720.09,1585.81,296.67,8,2,1,1,1,0
600,0.8,191,501,1465,3393,12,7,8,No,3,triple,low,Single,1.0,7.0,48.32,LCD,none,1054.22,283.08,531.59,75.0,3,1,0,1,0,0
1677,0.7,124,271,1477,3771,15,6,12,No,3,hexa,medium,Dual,4.0,8.0,10.89,LCD,none,889.73,236.09,625.26,139.75,6,2,1,1,0,0
723,0.2,168,920,1748,1851,15,3,16,No,4,quad,low,Single,,3.0,3.56,LCD,none,1047.44,327.99,1479.97,45.19,4,1,0,1,0,0
638,0.5,102,1171,1383,2735,7,2,9,No,3,quad,medium,Dual,11.0,17.0,27.98,Touch,none,1159.27,632.26,1756.41,70.89,4,2,1,1,0,1
852,0.7,104,293,1159,2253,17,4,7,No,4,hepta,medium,Dual,4.0,13.0,62.53,Touch,none,901.12,173.87,735.97,121.71,7,2,1,1,0,1
1979,0.2,165,833,1630,452,13,6,14,Yes,2,hepta,medium,Dual,,1.0,32.34,Touch,none,912.94,324.74,690.03,141.36,7,2,1,1,1,1
710,0.8,151,485,857,1419,12,11,18,Yes,2,penta,low,Single,6.0,9.0,32.41,Touch,none,715.98,153.65,197.89,39.44,5,1,0,1,1,1
1034,0.3,190,182,1293,969,15,1,7,No,4,triple,high,Dual,2.0,4.0,45.86,LCD,none,644.5,220.62,3284.22,147.71,3,3,1,1,0,0
600,0.1,145,207,1162,3441,19,1,5,No,4,single,high,Dual,8.0,11.0,22.66,LCD,none,863.81,157.57,2951.48,120.0,1,3,1,1,0,0
1027,0.9,103,1698,1747,3786,17,12,12,No,4,dual,low,Single,2.0,7.0,64.5,LCD,none,1397.63,297.38,369.78,85.58,2,1,0,1,0,0
1260,1.0,106,165,736,2710,13,1,8,No,4,hexa,low,Single,5.0,6.0,13.4,Touch,none,994.11,146.94,1869.44,157.5,6,1,0,1,0,1
1793,0.5,169,1086,1418,3533,16,14,15,No,3,hexa,medium,Dual,10.0,17.0,12.23,Touch,n,1081.03,213.39,257.27,119.53,6,2,1,5,0,1
675,0.9,144,192,757,1735,7,0,13,No,3,penta,high,Single,10.0,15.0,60.56,LCD,b,548.28,283.38,0.0,51.92,5,3,0,2,0,0
658,0.9,103,1156,1750,3587,14,11,20,Yes,4,hepta,high,Single,,3.0,12.45,LCD,none,913.9,299.21,404.09,32.9,7,3,0,1,1,0
1694,0.3,102,377,549,2298,17,5,2,Yes,4,hepta,low,Single,,7.0,34.16,Touch,none,1247.94,95.46,278.89,847.0,7,1,0,1,1,1
804,0.9,89,709,818,2027,11,5,11,Yes,4,single,low,Dual,12.0,13.0,41.77,LCD,none,788.5,227.55,415.54,73.09,1,1,1,1,1,0
1713,0.9,127,729,974,2406,13,10,20,No,3,hepta,high,Dual,1.0,3.0,27.7,LCD,g,1055.19,188.41,247.4,85.65,7,3,1,4,0,0
706,0.1,108,543,938,2419,8,7,4,No,4,triple,low,Single,13.0,19.0,31.17,LCD,n,950.03,258.97,340.36,176.5,3,1,0,5,0,0
1362,0.8,131,553,1505,995,7,6,18,No,2,hepta,low,Single,3.0,9.0,25.58,Touch,a,562.37,441.73,637.12,75.67,7,1,0,3,0,1
1527,0.1,154,526,1116,2078,5,3,11,No,4,penta,high,Single,10.0,14.0,60.25,Touch,n,986.44,537.43,944.88,138.82,5,3,0,5,0,1
768,0.9,159,637,991,1145,19,1,7,No,2,dual,low,Dual,,1.0,19.07,LCD,b,537.97,157.27,2517.14,109.71,2,1,1,2,0,0
1314,0.1,155,113,577,626,10,4,4,No,4,quad,high,Dual,8.0,12.0,41.69,Touch,b,722.15,138.66,366.4,328.5,4,3,1,2,0,1
705,0.9,155,1114,1374,1509,15,11,18,Yes,4,hexa,low,Single,5.0,9.0,57.73,Touch,b,752.35,241.54,317.27,39.17,6,1,0,2,1,1
1403,0.1,164,461,1251,3371,13,9,9,No,4,penta,high,Single,2.0,3.0,26.71,LCD,n,1187.67,214.18,353.06,155.89,5,3,0,5,0,0
1486,0.1,85,1430,1747,297,13,1,15,No,2,quad,high,Single,7.0,15.0,52.58,Touch,none,495.27,439.81,4437.38,99.07,4,3,0,1,0,1
781,0.4,198,304,1674,3508,13,8,5,No,2,penta,medium,Single,2.0,7.0,38.62,LCD,g,993.9,283.11,531.5,156.2,5,2,0,4,0,0
986,0.8,183,471,800,2385,16,9,19,Yes,4,octa,medium,Single,1.0,3.0,23.44,LCD,none,1127.17,128.45,225.78,51.89,8,2,0,1,1,0
1310,0.4,105,806,1016,1301,13,12,19,No,2,single,medium,Single,,14.0,33.19,LCD,b,662.32,186.19,215.05,68.95,1,2,0,2,0,0
560,0.3,81,80,1327,2167,11,10,7,Yes,4,triple,medium,Dual,6.0,12.0,57.22,LCD,b,651.88,227.14,337.06,80.0,3,2,1,2,1,0
1348,0.4,116,204,501,3914,10,3,8,No,3,penta,medium,Single,,6.0,43.34,LCD,a,1395.91,131.6,424.18,168.5,5,2,0,3,0,0
1567,0.5,119,545,1621,2312,9,1,18,No,3,hexa,low,Dual,3.0,6.0,22.74,LCD,none,765.8,479.69,4117.34,87.06,6,1,1,1,0,0
1940,0.7,93,112,858,2297,14,6,8,Yes,2,penta,low,Dual,4.0,7.0,17.98,Touch,none,770.3,144.29,363.22,242.5,5,1,1,1,1,1
1979,1.0,176,1331,1532,411,8,2,2,Yes,4,triple,high,Dual,,9.0,19.62,Touch,n,1120.88,625.11,1945.64,989.5,3,3,1,5,1,1
561,0.1,193,1055,1294,665,10,0,4,Yes,4,triple,medium,Dual,7.0,13.0,1.95,Touch,none,638.4,424.07,0.0,140.25,3,2,1,1,1,1
1717,0.7,130,609,810,3226,6,4,5,Yes,2,single,medium,Single,1.0,3.0,62.44,Touch,none,1000.46,356.95,514.35,343.4,1,2,0,1,1,1
535,0.7,113,290,811,740,11,10,18,No,4,single,medium,Single,1.0,4.0,48.59,Touch,none,551.9,147.16,205.99,29.72,1,2,0,1,0,1
1413,0.1,185,1039,1318,3878,19,16,4,No,4,penta,low,Dual,4.0,12.0,39.61,LCD,none,1067.2,171.62,209.23,353.25,5,1,1,1,0,0
1358,0.6,135,1485,1655,3406,5,1,11,No,2,hepta,high,Dual,,,20.32,LCD,n,1017.32,1107.64,4203.7,123.45,7,3,1,5,0,0
1519,0.7,112,1122,1702,2440,9,5,10,No,3,hepta,high,Single,2.0,8.0,30.33,Touch,g,947.39,502.92,864.62,151.9,7,3,0,4,0,1
1254,0.7,108,462,1013,3959,10,4,17,No,3,penta,medium,Dual,2.0,6.0,50.42,Touch,none,1091.68,262.57,643.26,73.76,5,2,1,1,0,1
1591,0.4,154,1384,1883,3703,17,6,20,Yes,4,hexa,medium,Single,3.0,7.0,49.78,Touch,none,1174.41,329.26,797.14,79.55,6,2,0,1,1,1
977,0.6,165,1502,1862,3714,19,3,10,Yes,2,dual,high,Dual,2.0,15.0,35.79,Touch,g,757.52,315.9,1576.49,97.7,2,3,1,4,1,1
1640,0.8,169,589,1301,337,16,3,5,Yes,4,hepta,low,Single,10.0,14.0,21.22,Touch,none,786.58,222.83,1101.51,328.0,7,1,0,1,1,1
663,0.6,183,82,1605,3176,6,2,2,No,3,dual,low,Dual,,1.0,25.66,LCD,b,631.59,645.42,2038.35,331.5,2,1,1,2,0,0
1744,0.5,112,68,718,1205,18,7,14,Yes,4,octa,medium,Single,1.0,3.0,20.15,LCD,none,975.77,94.85,260.53,124.57,8,2,0,1,1,0
1624,0.4,150,689,699,2473,16,11,2,No,3,dual,medium,Dual,8.0,10.0,28.29,LCD,none,950.98,128.4,161.41,812.0,2,2,1,1,0,0
1108,0.3,169,208,1742,1229,5,3,4,Yes,4,hepta,medium,Dual,14.0,20.0,2.87,Touch,none,837.38,764.22,1474.89,277.0,7,2,1,1,1,1
1188,0.6,114,1339,1558,2896,12,11,16,Yes,4,dual,medium,Dual,,,9.31,LCD,a,1241.98,320.54,359.76,74.25,2,2,1,3,1,0
817,0.5,144,722,766,2039,11,6,19,No,2,triple,medium,Single,,11.0,11.68,Touch,none,586.55,213.38,324.27,43.0,3,2,0,1,0,1
863,0.7,133,717,1799,520,10,2,18,No,4,quad,medium,Dual,5.0,13.0,6.54,LCD,b,690.55,482.35,2284.73,47.94,4,2,1,2,0,0
1397,0.2,121,433,1658,1378,18,15,4,No,4,triple,high,Dual,5.0,15.0,3.69,Touch,a,929.56,185.76,280.75,349.25,3,3,1,3,0,1
1108,0.7,140,1298,1666,3254,12,0,16,No,3,penta,medium,Single,3.0,12.0,49.56,LCD,none,949.05,447.03,0.0,69.25,5,2,0,1,0,0
1068,0.9,184,186,1998,1803,5,4,7,No,4,hepta,medium,Dual,1.0,13.0,37.35,LCD,none,874.08,796.0,1268.73,152.57,7,2,1,1,0,0
1702,0.5,145,1397,1491,2501,16,12,4,Yes,4,dual,high,Single,12.0,15.0,52.15,LCD,none,1086.0,259.49,315.6,425.5,2,3,0,1,1,0
808,0.1,192,618,1891,3762,15,9,12,No,3,quad,low,Dual,,1.0,8.57,LCD,a,1182.6,288.87,533.68,67.33,4,1,1,3,0,0
1156,0.1,89,1214,1262,1796,16,6,13,No,2,hepta,low,Single,6.0,9.0,61.58,Touch,a,502.6,260.29,534.25,88.92,7,1,0,3,0,1
1271,0.1,159,613,650,990,14,11,6,No,2,octa,low,Dual,2.0,3.0,54.41,Touch,b,585.4,127.46,150.09,211.83,8,1,1,2,0,1
696,0.3,197,649,907,2630,18,8,9,No,2,triple,low,Single,6.0,8.0,51.32,LCD,n,731.59,143.81,287.97,77.33,3,1,0,5,0,0
1981,0.3,175,193,1234,1380,10,1,13,Yes,2,hexa,medium,Dual,13.0,18.0,45.52,Touch,none,764.24,315.67,3134.36,152.38,6,2,1,1,1,1
614,0.2,128,22,519,3487,15,6,11,No,4,hepta,medium,Dual,,2.0,58.2,Touch,n,751.78,81.67,219.71,55.82,7,2,1,5,0,1
1590,0.3,122,1464,1595,1201,12,3,18,No,3,triple,low,Dual,,17.0,7.58,Touch,n,737.73,444.58,1350.43,88.33,3,1,1,5,0,1
1945,0.7,113,280,895,3015,6,1,15,No,2,triple,medium,Single,4.0,10.0,21.6,LCD,none,599.95,391.59,2273.3,129.67,3,2,0,1,0,0
1135,0.4,158,690,1589,3204,18,13,6,Yes,3,single,high,Dual,9.0,11.0,43.46,LCD,none,890.5,198.17,310.47,189.17,1,3,1,1,1,0
1049,0.3,172,39,1564,433,10,7,6,No,4,hexa,low,Dual,8.0,10.0,2.49,LCD,none,689.13,325.55,567.51,174.83,6,1,1,1,0,0
1807,0.8,125,337,1384,1906,17,13,13,Yes,2,single,medium,Single,2.0,10.0,49.92,Touch,a,654.39,169.06,270.41,139.0,1,2,0,3,1,1
984,0.8,98,1036,1611,898,16,8,13,Yes,4,hepta,low,Single,13.0,17.0,42.85,Touch,none,919.0,271.96,511.49,75.69,7,1,0,1,1,1
720,0.6,96,1347,1733,2799,5,3,15,Yes,4,hepta,medium,Dual,,8.0,61.85,LCD,a,628.72,956.12,1467.27,48.0,7,2,1,3,1,0
1536,0.3,105,22,1634,2020,6,0,16,No,3,hepta,low,Single,12.0,20.0,13.31,Touch,none,919.25,691.79,0.0,96.0,7,1,0,1,0,1
771,1.0,86,327,922,770,12,1,20,Yes,2,quad,low,Single,3.0,6.0,25.71,Touch,none,373.13,206.35,2341.88,38.55,4,1,0,1,1,1
503,0.6,185,778,1291,305,11,8,16,No,2,hexa,high,Single,3.0,11.0,57.77,LCD,a,363.64,281.48,409.89,31.44,6,3,0,3,0,0
675,0.6,187,482,874,2953,9,5,13,No,3,hepta,high,Single,1.0,2.0,42.62,Touch,none,334.23,246.24,443.99,51.92,7,3,0,1,0,1
1936,0.2,182,591,1089,1671,6,1,9,Yes,4,hepta,medium,Dual,13.0,14.0,34.58,LCD,g,962.63,517.39,2766.06,215.11,7,2,1,4,1,0
1303,0.1,138,229,1604,2574,12,4,14,No,4,triple,medium,Dual,,10.0,16.06,Touch,g,870.45,325.36,1018.54,93.07,3,2,1,4,0,1
1004,0.2,141,901,1162,3772,17,8,18,Yes,2,hexa,high,Dual,,9.0,35.3,Touch,b,833.94,198.78,368.94,55.78,6,3,1,2,1,1
1972,0.7,102,715,1648,2870,16,0,17,No,2,dual,medium,Dual,,1.0,37.75,LCD,none,999.68,285.18,0.0,116.0,2,2,1,1,0,0
1822,0.2,195,172,910,2577,9,5,8,No,3,hexa,medium,Single,,,8.57,Touch,none,850.67,228.48,462.28,227.75,6,2,0,1,0,1
1159,0.5,83,681,723,2246,8,1,3,Yes,4,single,high,Single,5.0,7.0,18.99,Touch,none,875.39,312.91,1836.42,386.33,1,3,0,1,1,1
1782,0.8,157,867,999,2405,15,0,16,Yes,4,single,high,Dual,6.0,13.0,58.88,LCD,n,1171.88,223.99,0.0,111.38,1,3,1,5,1,0
894,0.7,168,286,1300,3377,5,1,6,No,3,octa,medium,Dual,16.0,20.0,16.48,Touch,b,809.7,663.06,3302.0,149.0,8,2,1,2,0,1
1884,0.8,185,451,819,3619,14,8,7,No,4,single,medium,Dual,7.0,18.0,42.98,Touch,a,1227.24,147.28,260.03,269.14,1,2,1,3,0,1
1648,0.9,142,1119,1238,1184,6,2,2,Yes,4,dual,low,Single,1.0,3.0,17.86,LCD,g,755.82,670.19,1572.26,824.0,2,1,0,4,1,0
798,0.2,96,526,643,2965,15,7,14,No,3,triple,high,Single,5.0,9.0,4.82,Touch,none,928.46,127.47,233.32,57.0,3,3,0,1,0,1
802,0.8,157,1299,1633,3713,8,3,8,Yes,2,triple,high,Dual,1.0,9.0,46.19,LCD,none,911.78,620.33,1382.61,100.25,3,3,1,1,1,0
1276,0.3,130,217,735,3798,19,10,8,Yes,3,dual,high,Dual,2.0,3.0,53.87,Touch,b,1024.63,90.66,186.69,159.5,2,3,1,2,1,1
1331,0.5,165,1109,1226,1026,13,5,20,Yes,3,dual,medium,Single,,7.0,16.63,LCD,b,634.81,301.47,622.81,66.55,2,2,0,2,1,0
1620,0.9,186,434,1339,1086,18,14,13,No,3,hexa,high,Dual,6.0,18.0,5.41,LCD,none,652.96,156.79,242.93,124.62,6,3,1,1,0,0
1996,0.4,122,671,1445,2236,8,7,12,No,4,quad,high,Single,5.0,9.0,51.33,LCD,n,1351.55,380.68,524.33,166.33,4,3,0,5,0,0
1092,0.8,185,1404,1424,1303,12,3,20,No,2,single,high,Dual,8.0,10.0,45.55,Touch,b,567.04,410.64,1205.65,54.6,1,3,1,2,0,1
1018,0.1,155,856,883,3048,10,3,2,Yes,2,penta,low,Dual,7.0,18.0,63.16,LCD,n,1193.18,299.2,747.61,509.0,5,1,1,5,1,0
545,0.3,131,381,1452,616,15,6,19,No,4,triple,low,Single,,1.0,11.8,Touch,a,624.38,236.01,614.68,28.68,3,1,0,3,0,1
554,0.1,105,85,806,3764,10,7,4,Yes,2,hexa,medium,Single,,10.0,12.51,Touch,a,472.05,168.65,292.46,138.5,6,2,0,3,1,1
1264,0.2,171,562,849,419,7,4,3,No,4,triple,high,Dual,2.0,3.0,34.52,Touch,a,758.3,320.77,539.12,421.33,3,3,1,3,0,1
1030,0.2,138,1111,1812,2858,6,2,18,No,4,hexa,medium,Dual,3.0,20.0,58.32,Touch,n,1087.58,853.61,2301.24,57.22,6,2,1,5,0,1
1432,0.3,164,209,947,504,14,4,10,Yes,4,quad,medium,Dual,6.0,18.0,39.28,Touch,none,851.36,169.18,601.35,143.2,4,2,1,1,1,1
558,0.8,142,997,1605,392,10,5,8,Yes,4,penta,high,Single,1.0,4.0,49.4,Touch,g,711.44,429.25,815.34,69.75,5,3,0,4,1,1
829,0.6,129,91,1916,820,12,6,11,No,3,hepta,low,Single,,1.0,56.68,LCD,b,503.26,363.15,811.11,75.36,7,1,0,2,0,0
1741,0.7,143,730,1895,3387,11,3,3,Yes,3,octa,medium,Single,,,14.61,LCD,none,1007.34,452.39,1604.43,580.33,8,2,0,1,1,0
1849,0.4,144,606,1123,3447,14,11,19,Yes,4,penta,high,Single,7.0,19.0,15.47,LCD,g,1728.97,182.05,259.31,97.32,5,3,0,4,1,0
733,0.2,174,445,1409,1403,15,8,2,No,4,hepta,medium,Single,5.0,10.0,7.43,Touch,none,825.14,220.77,447.36,366.5,7,2,0,1,0,1
1872,0.5,80,286,1484,2295,15,11,16,Yes,2,dual,low,Dual,,2.0,16.75,LCD,a,649.19,206.37,342.67,117.0,2,1,1,3,1,0
1853,0.3,197,985,1005,1973,10,2,8,No,3,hexa,low,Dual,1.0,13.0,27.11,LCD,b,560.96,350.49,1276.35,231.62,6,1,1,2,0,0
1149,0.2,106,1617,1675,3755,17,14,8,Yes,3,hexa,medium,Single,4.0,5.0,30.36,LCD,none,1003.54,268.52,303.89,143.62,6,2,0,1,1,0
891,0.3,196,375,1724,2073,7,1,10,No,4,dual,low,Dual,9.0,19.0,25.6,LCD,n,1014.61,633.76,4378.96,89.1,2,1,1,5,0,0
1911,0.6,163,1795,1958,3872,9,8,11,Yes,4,octa,medium,Single,7.0,8.0,63.98,Touch,none,1533.85,560.3,621.67,173.73,8,2,0,1,1,1
550,0.1,145,486,1930,302,18,5,8,Yes,4,dual,low,Single,16.0,17.0,23.17,LCD,none,648.29,270.6,980.44,68.75,2,1,0,1,1,0
576,0.1,121,757,1518,1519,18,6,8,No,4,dual,low,Single,,4.0,27.41,LCD,a,678.49,227.08,642.62,72.0,2,1,0,3,0,0
1760,0.8,198,273,1704,2549,10,8,4,No,4,single,medium,Single,1.0,2.0,50.47,Touch,none,1019.11,342.28,541.02,440.0,1,2,0,1,0,1
969,0.3,124,491,589,404,18,5,19,No,3,hepta,high,Single,,,45.65,LCD,b,673.41,104.26,299.21,51.0,7,3,0,2,0,0
1160,0.7,166,762,859,595,18,4,15,No,4,triple,medium,Single,1.0,2.0,63.7,LCD,n,875.92,158.18,545.47,77.33,3,2,0,5,0,0
827,0.9,160,448,821,1663,14,0,17,No,4,dual,medium,Dual,2.0,16.0,18.53,Touch,b,808.91,169.69,0.0,48.65,2,2,1,2,0,1
1786,0.7,161,231,1671,2764,9,3,7,No,4,hepta,low,Single,9.0,10.0,58.41,Touch,g,1118.24,451.65,1414.78,255.14,7,1,0,4,0,1
774,0.4,136,1713,1865,2614,7,0,14,Yes,4,single,low,Dual,2.0,4.0,8.56,Touch,g,1030.9,918.87,0.0,55.29,1,1,1,4,1,1
819,0.2,83,438,822,1094,10,5,15,Yes,4,octa,high,Dual,,1.0,11.68,LCD,none,661.53,211.6,417.58,54.6,8,3,1,1,1,0
1042,0.6,139,68,1018,2826,18,0,2,No,4,penta,medium,Single,15.0,16.0,11.14,LCD,none,928.66,143.97,0.0,521.0,5,2,0,1,0,0
1368,0.2,97,698,829,2496,13,6,5,No,2,hepta,high,Dual,10.0,18.0,50.07,Touch,b,749.26,192.25,350.94,273.6,7,3,1,2,0,1
1592,0.1,181,510,522,2103,19,8,7,No,4,dual,medium,Single,6.0,17.0,50.28,LCD,none,1032.61,89.92,165.74,227.43,2,2,0,1,0,0
1067,0.2,146,965,1009,966,5,0,13,No,2,single,medium,Dual,11.0,15.0,14.55,LCD,b,659.45,709.26,0.0,82.08,1,2,1,2,0,0
1892,0.4,110,1399,1564,2172,17,14,3,Yes,3,quad,low,Single,5.0,10.0,47.76,Touch,a,820.12,242.02,283.75,630.67,4,1,0,3,1,1
915,0.6,187,532,1448,905,19,10,12,No,2,octa,medium,Single,6.0,17.0,56.29,Touch,none,525.37,182.49,367.79,76.25,8,2,0,1,0,1
774,0.9,124,8,896,3916,8,1,12,Yes,4,triple,high,Single,7.0,18.0,55.8,Touch,none,1147.18,282.29,2275.84,64.5,3,3,0,1,1,1
